Session,Segments,Timestamp Log,Timecode,User_1,User_1_Pos,User_1_Role,Type,Emotion,Target_1,Target_1_Pos,Target_1_Role,Target_2,Target_2_Pos,Target_2_Role
Session 3,s4,2020-11-26T14:05:11.786107,2000-01-01 14:05:11,Paul,A,Corporate,Feeling,colere,Clement,D,Ecolo,,,
Session 3,s4,2020-11-26T14:05:15.950342,2000-01-01 14:05:15,Nicolas,B,Presse,Feeling,colere,temps,temps,temps,Clement,D,Ecolo
Session 3,s4,2020-11-26T14:05:17.010305,2000-01-01 14:05:17,Pierrico,C,Econome,Feeling,peur,Paul,A,Corporate,,,
Session 3,s4,2020-11-26T14:07:06.272037,2000-01-01 14:07:06,Nicolas,B,Presse,Feeling,colere,comportement,comportement,comportement,Paul,A,Corporate
Session 3,s4,2020-11-26T14:07:15.481991,2000-01-01 14:07:15,Paul,A,Corporate,Feeling,colere,Nicolas,B,Presse,,,
Session 3,s4,2020-11-26T14:07:48.022913,2000-01-01 14:07:48,Paul,A,Corporate,Feeling,colere,Clement,D,Ecolo,,,
Session 3,s4,2020-11-26T14:07:52.665107,2000-01-01 14:07:52,Nicolas,B,Presse,Feeling,colere,comportement,comportement,comportement,Clement,D,Ecolo
Session 3,s4,2020-11-26T14:07:59.138447,2000-01-01 14:07:59,Paul,A,Corporate,Feeling,colere,theme,theme,theme,Clement,D,Ecolo
Session 3,s4,2020-11-26T14:07:59.390491,2000-01-01 14:07:59,Nicolas,B,Presse,Feeling,colere,temps,temps,temps,Clement,D,Ecolo
Session 3,s4,2020-11-26T14:08:14.044044,2000-01-01 14:08:14,Nicolas,B,Presse,Feeling,colere,comportement,comportement,comportement,Paul,A,Corporate
Session 3,s4,2020-11-26T14:09:36.843291,2000-01-01 14:09:36,Nicolas,B,Presse,Feeling,colere,temps,temps,temps,Clement,D,Ecolo
Session 3,s4,2020-11-26T14:09:40.984274,2000-01-01 14:09:40,Nicolas,B,Presse,Feeling,colere,temps,temps,temps,Paul,A,Corporate
Session 3,s4,2020-11-26T14:09:45.571889,2000-01-01 14:09:45,Paul,A,Corporate,Feeling,colere,Clement,D,Ecolo,,,
Session 3,s4,2020-11-26T14:10:03.584231,2000-01-01 14:10:03,Paul,A,Corporate,Feeling,colere,Clement,D,Ecolo,theme,theme,theme
Session 3,s4,2020-11-26T14:10:10.092979,2000-01-01 14:10:10,Paul,A,Corporate,Feeling,joie,comportement,comportement,comportement,groupe,groupe,groupe
Session 3,s4,2020-11-26T14:10:18.322414,2000-01-01 14:10:18,Nicolas,B,Presse,Feeling,colere,temps,temps,temps,Paul,A,Corporate
Session 3,s4,2020-11-26T14:10:26.485720,2000-01-01 14:10:26,Nicolas,B,Presse,Feeling,colere,temps,temps,temps,Clement,D,Ecolo
Session 3,s4,2020-11-26T14:10:35.948457,2000-01-01 14:10:35,Paul,A,Corporate,Feeling,peur,Clement,D,Ecolo,,,
Session 3,s4,2020-11-26T14:10:43.638584,2000-01-01 14:10:43,Clement,D,Ecolo,Feeling,colere,Nicolas,B,Presse,,,
Session 3,s4,2020-11-26T14:10:50.174479,2000-01-01 14:10:50,Clement,D,Ecolo,Feeling,colere,temps,temps,temps,groupe,groupe,groupe
Session 3,s4,2020-11-26T14:10:58.601406,2000-01-01 14:10:58,Paul,A,Corporate,Feeling,colere,groupe,groupe,groupe,,,
Session 3,s4,2020-11-26T14:11:29.241524,2000-01-01 14:11:29,Clement,D,Ecolo,Feeling,joie,temps,temps,temps,groupe,groupe,groupe
Session 3,s4,2020-11-26T14:11:29.373989,2000-01-01 14:11:29,Paul,A,Corporate,Feeling,colere,theme,theme,theme,groupe,groupe,groupe
Session 3,s4,2020-11-26T14:11:45.264909,2000-01-01 14:11:45,Nicolas,B,Presse,Feeling,joie,comportement,comportement,comportement,Paul,A,Corporate
Session 3,s4,2020-11-26T14:12:00.510450,2000-01-01 14:12:00,Clement,D,Ecolo,Feeling,joie,Nicolas,B,Presse,,,
Session 3,s4,2020-11-26T14:12:01.984277,2000-01-01 14:12:01,Paul,A,Corporate,Feeling,joie,comportement,comportement,comportement,groupe,groupe,groupe
Session 3,s4,2020-11-26T14:12:03.508570,2000-01-01 14:12:03,Clement,D,Ecolo,Feeling,joie,temps,temps,temps,groupe,groupe,groupe
Session 3,s4,2020-11-26T14:12:23.063799,2000-01-01 14:12:23,Paul,A,Corporate,Feeling,tristesse,Clement,D,Ecolo,,,
